"","","","Batting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pitching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fielding","","","","","","","","","","","","","","","","","","","","","","","","",""
"Number","Last","First","GP","PA","AB","AVG","OBP","OPS","SLG","H","1B","2B","3B","HR","RBI","R","BB","SO","K-L","HBP","SAC","SF","ROE","FC","SB","SB%","CS","PIK","QAB","QAB%","PA/BB","BB/K","C%","HHB","LD%","FB%","GB%","BABIP","BA/RISP","LOB","2OUTRBI","XBH","TB","PS","PS/PA","2S+3","2S+3%","6+","6+%","AB/HR","GIDP","GITP","CI","IP","GP","GS","BF","#P","W","L","SV","SVO","BS","SV%","H","R","ER","BB","SO","K-L","HBP","ERA","WHIP","LOB","BK","PIK","CS","SB","SB%","WP","BAA","MPHFB","MPHCT","MPHCB","MPHSL","MPHCH","MPHOS","P/IP","P/BF","<3%","LOO","1ST2OUT","123INN","<13","FIP","S%","FPS%","FPSO%","FPSW%","FPSH%","BB/INN","0BBINN","BBS","LOBB","LOBBS","SM%","K/BF","K/BB","WEAK%","HHB%","GO/AO","HR","LD%","FB%","GB%","BABIP","BA/RISP","FB","FBS","FBS%","FBSW%","FBSM%","CT","CTS","CTS%","CTSW%","CTSM%","CB","CBS","CBS%","CBSW%","CBSM%","SL","SLS","SLS%","SLSW%","SLSM%","CH","CHS","CHS%","CHSW%","CHSM%","OS","OSS","OSS%","OSSW%","OSSM%","TC","A","PO","FPCT","E","DP","TP","INN","PB","SB","SB-ATT","CS","CS%","PIK","CI","P","C","1B","2B","3B","SS","LF","CF","RF","SF","Total"
"20","Simpson","Bennett","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","2.0","2","0","12","41","0","0","0","0","0","-","5","4","2","1","3","0","0","9.000","3.000","1","0","0","1","1","50.00","2",".500","N/A","N/A","N/A","N/A","N/A","N/A","20.5","3.417","50.00","0","0","0","0",".950","51.22","33.33","50.00","0.00","25.00",".500","1","1","1","1","7.32",".250","3.000","75.00","25.00",".000","0","12.50","25.00","50.00",".625",".500","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","1","0","0",".000","1","0","0","0.0","0","0","0-0","0","-","0","0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"22","Howard","Sam","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","6.0","2","1","28","102","0","0","0","0","0","-","8","3","3","2","3","2","1","4.500","1.667","7","0","1","0","3","100.0","0",".320","N/A","N/A","N/A","N/A","N/A","N/A","17.0","3.643","42.86","4","1","1","2","3.560","58.82","46.43","53.85","7.69","30.77",".333","5","1","1","1","5.88",".107","1.500","59.09","40.91",".222","0","27.27","45.45","27.27",".364",".200","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","1","1","0","1.000","0","0","0","0.0","0","0","0-0","0","-","0","0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0"
"22","Foil","Colin","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","4.1","2","0","21","68","0","0","0","0","0","-","3","2","0","0","2","0","3",".000",".692","7","0","0","0","2","100.0","1",".167","N/A","N/A","N/A","N/A","N/A","N/A","15.7","3.238","42.86","3","0","0","2","4.301","69.12","80.95","76.47","0.00","11.76",".000","4","0","0","0","5.88",".095","-","68.75","31.25",".375","0","31.25","37.50","31.25",".188",".000","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0","4.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1"
"30","Schrader","Jack","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","2.1","1","0","11","38","0","0","0","0","0","-","2","1","1","1","3","1","1","3.857","1.286","5","0","0","0","0","-","2",".222","N/A","N/A","N/A","N/A","N/A","N/A","16.3","3.455","36.36","2","0","0","1","2.699","63.16","45.45","100.0","0.00","0.00",".429","1","0","0","0","18.42",".273","3.000","33.33","66.67",".000","0","66.67","16.67","16.67",".333",".000","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0","2.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1"
"","Proctor","Caden","5","18","13",".077",".333",".410",".077","1","1","0","0","0","0","2","4","4","1","1","0","0","1","0","0","-","0","0","7","38.89","4.5","1.000","69.23","2","11.11","66.67","22.22",".111",".000","4","0","0","1","62","3.444","2","11.11","1","5.56","-","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0",".000",".000","0","0","0","0","0","0.00","0",".000","N/A","N/A","N/A","N/A","N/A","N/A","0.0",".000","0.00","0","0","0","0",".000","0.00","0.00","0.00","0.00","0.00",".000","0","0","0","0","0.00",".000",".000","0.00","0.00",".000","0","0.00","0.00","0.00",".000",".000","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","17","1","16","1.000","0","0","0","0.0","0","0","0-0","0","-","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32.1","0.0","0.0","32.1"
"","Polott","Daniel","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","2.0","2","0","9","26","0","0","0","0","0","-","3","3","3","0","1","0","1","13.50","1.500","1","0","0","0","0","-","0",".375","N/A","N/A","N/A","N/A","N/A","N/A","13.0","2.889","66.67","1","1","0","1","3.560","57.69","55.56","60.00","0.00","40.00",".000","1","0","0","0","3.85",".111","-","42.86","57.14","3.000","0","14.29","14.29","71.43",".429",".500","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"","Thomas","Gavin","3","8","7",".000",".125",".125",".000","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0.00","1","0","1","12.50","8.0","1.000","85.71","0","0.00","33.33","66.67",".000",".000","10","0","0","0","26","3.250","0","0.00","0","0.00","-","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0",".000",".000","0","0","0","0","0","0.00","0",".000","N/A","N/A","N/A","N/A","N/A","N/A","0.0",".000","0.00","0","0","0","0",".000","0.00","0.00","0.00","0.00","0.00",".000","0","0","0","0","0.00",".000",".000","0.00","0.00",".000","0","0.00","0.00","0.00",".000",".000","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","2","0","2","1.000","0","0","0","0.0","0","0","0-0","0","-","0","0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","0.0","0.0","0.0","18.0"
"","Baeringer","Laith","1","3","2",".000",".333",".333",".000","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","-","0","0","1","33.33","3.0","1.000","50.00","0","0.00","100.0","0.00",".000",".000","1","0","0","0","14","4.667","1","33.33","1","33.33","-","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0",".000",".000","0","0","0","0","0","0.00","0",".000","N/A","N/A","N/A","N/A","N/A","N/A","0.0",".000","0.00","0","0","0","0",".000","0.00","0.00","0.00","0.00","0.00",".000","0","0","0","0","0.00",".000",".000","0.00","0.00",".000","0","0.00","0.00","0.00",".000",".000","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","6","1","4",".833","1","0","0","6.1","1","5","5-6","1","16.67","0","0","0.0","6.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.1"
"","Joyce","Logan","5","18","18",".222",".222",".556",".333","4","3","0","1","0","0","4","0","4","2","0","0","0","1","2","1","100.0","0","0","6","33.33","-",".000","77.78","5","14.29","28.57","57.14",".286",".000","9","0","1","6","44","2.444","0","0.00","1","5.56","-","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0",".000",".000","0","0","0","0","0","0.00","0",".000","N/A","N/A","N/A","N/A","N/A","N/A","0.0",".000","0.00","0","0","0","0",".000","0.00","0.00","0.00","0.00","0.00",".000","0","0","0","0","0.00",".000",".000","0.00","0.00",".000","0","0.00","0.00","0.00",".000",".000","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","15","2","13","1.000","0","1","0","0.0","0","0","0-0","0","-","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32.1","0.0","32.1"
"","Zeff","Luke","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","0.2","1","0","5","19","0","0","0","0","0","-","0","0","0","2","0","0","1",".000","3.000","0","0","0","0","0","-","0",".000","N/A","N/A","N/A","N/A","N/A","N/A","28.5","3.800","40.00","0","0","0","0","18.18","36.84","20.00","100.0","0.00","0.00","3.000","0","0","0","0","0.00",".000",".000","100.0","0.00",".000","0","0.00","100.0","0.00",".000",".000","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
